fra;sg;cage_scol;cl_age18;pop;P;T;Ti;Tp;Td
FR;2020-07-20-2020-07-26;[11-15);14;3354733,50;181,00;14409,00;5,40;1,26;429,51
FR;2020-07-21-2020-07-27;[11-15);14;3354733,50;207,00;14673,00;6,17;1,41;437,38
FR;2020-07-22-2020-07-28;[11-15);14;3354733,50;196,00;15059,00;5,84;1,30;448,89
FR;2020-07-23-2020-07-29;[11-15);14;3354733,50;202,00;15647,00;6,02;1,29;466,42
FR;2020-07-24-2020-07-30;[11-15);14;3354733,50;234,00;16241,00;6,98;1,44;484,12
FR;2020-07-25-2020-07-31;[11-15);14;3354733,50;245,00;16885,00;7,30;1,45;503,32
FR;2020-07-26-2020-08-01;[11-15);14;3354733,50;260,00;17169,00;7,75;1,51;511,78
FR;2020-07-27-2020-08-02;[11-15);14;3354733,50;259,00;17254,00;7,72;1,50;514,32
FR;2020-07-28-2020-08-03;[11-15);14;3354733,50;269,00;17828,00;8,02;1,51;531,43
FR;2020-07-29-2020-08-04;[11-15);14;3354733,50;292,00;17961,00;8,70;1,63;535,39
FR;2020-07-30-2020-08-05;[11-15);14;3354733,50;282,00;17855,00;8,41;1,58;532,23
FR;2020-07-31-2020-08-06;[11-15);14;3354733,50;286,00;17939,00;8,53;1,59;534,74
FR;2020-08-01-2020-08-07;[11-15);14;3354733,50;309,00;17775,00;9,21;1,74;529,85
FR;2020-08-02-2020-08-08;[11-15);14;3354733,50;312,00;17822,00;9,30;1,75;531,25
FR;2020-08-03-2020-08-09;[11-15);14;3354733,50;316,00;17864,00;9,42;1,77;532,50
FR;2020-08-04-2020-08-10;[11-15);14;3354733,50;325,00;17755,00;9,69;1,83;529,25
FR;2020-08-05-2020-08-11;[11-15);14;3354733,50;340,00;17787,00;10,13;1,91;530,21
FR;2020-08-06-2020-08-12;[11-15);14;3354733,50;370,00;18077,00;11,03;2,05;538,85
FR;2020-08-07-2020-08-13;[11-15);14;3354733,50;401,00;18491,00;11,95;2,17;551,19
FR;2020-08-08-2020-08-14;[11-15);14;3354733,50;439,00;19062,00;13,09;2,30;568,21
FR;2020-08-09-2020-08-15;[11-15);14;3354733,50;426,00;18220,00;12,70;2,34;543,11
FR;2020-08-10-2020-08-16;[11-15);14;3354733,50;427,00;18352,00;12,73;2,33;547,05
FR;2020-08-11-2020-08-17;[11-15);14;3354733,50;484,00;19394,00;14,43;2,50;578,11
FR;2020-08-12-2020-08-18;[11-15);14;3354733,50;505,00;20181,00;15,05;2,50;601,57
FR;2020-08-13-2020-08-19;[11-15);14;3354733,50;523,00;20694,00;15,59;2,53;616,86
FR;2020-08-14-2020-08-20;[11-15);14;3354733,50;561,00;21173,00;16,72;2,65;631,14
FR;2020-08-15-2020-08-21;[11-15);14;3354733,50;602,00;21919,00;17,94;2,75;653,38
FR;2020-08-16-2020-08-22;[11-15);14;3354733,50;642,00;23336,00;19,14;2,75;695,61
FR;2020-08-17-2020-08-23;[11-15);14;3354733,50;648,00;23428,00;19,32;2,77;698,36
FR;2020-08-18-2020-08-24;[11-15);14;3354733,50;689,00;24031,00;20,54;2,87;716,33
FR;2020-08-19-2020-08-25;[11-15);14;3354733,50;777,00;24875,00;23,16;3,12;741,49
FR;2020-08-20-2020-08-26;[11-15);14;3354733,50;834,00;25717,00;24,86;3,24;766,59
FR;2020-08-21-2020-08-27;[11-15);14;3354733,50;892,00;26677,00;26,59;3,34;795,20
FR;2020-08-22-2020-08-28;[11-15);14;3354733,50;937,00;27481,00;27,93;3,41;819,17
FR;2020-08-23-2020-08-29;[11-15);14;3354733,50;960,00;27816,00;28,62;3,45;829,16
FR;2020-08-24-2020-08-30;[11-15);14;3354733,50;967,00;27978,00;28,82;3,46;833,99
FR;2020-08-25-2020-08-31;[11-15);14;3354733,50;1092,00;28597,00;32,55;3,82;852,44
FR;2020-08-26-2020-09-01;[11-15);14;3354733,50;1134,00;28201,00;33,80;4,02;840,63
FR;2020-08-27-2020-09-02;[11-15);14;3354733,50;1222,00;28016,00;36,43;4,36;835,12
FR;2020-08-28-2020-09-03;[11-15);14;3354733,50;1256,00;27036,00;37,44;4,65;805,91
FR;2020-08-29-2020-09-04;[11-15);14;3354733,50;1361,00;26759,00;40,57;5,09;797,65
FR;2020-08-30-2020-09-05;[11-15);14;3354733,50;1403,00;27202,00;41,82;5,16;810,85
FR;2020-08-31-2020-09-06;[11-15);14;3354733,50;1426,00;27102,00;42,51;5,26;807,87
FR;2020-09-01-2020-09-07;[11-15);14;3354733,50;1540,00;27710,00;45,91;5,56;826,00
FR;2020-09-02-2020-09-08;[11-15);14;3354733,50;1690,00;31280,00;50,38;5,40;932,41
FR;2020-09-03-2020-09-09;[11-15);14;3354733,50;1838,00;36586,00;54,79;5,02;1090,58
FR;2020-09-04-2020-09-10;[11-15);14;3354733,50;2013,00;42963,00;60,00;4,69;1280,67
FR;2020-09-05-2020-09-11;[11-15);14;3354733,50;2106,00;49852,00;62,78;4,22;1486,02
FR;2020-09-06-2020-09-12;[11-15);14;3354733,50;2129,00;51762,00;63,46;4,11;1542,95
FR;2020-09-07-2020-09-13;[11-15);14;3354733,50;2114,00;51964,00;63,02;4,07;1548,98
FR;2020-09-08-2020-09-14;[11-15);14;3354733,50;2214,00;58595,00;66,00;3,78;1746,64
FR;2020-09-09-2020-09-15;[11-15);14;3354733,50;2282,00;65813,00;68,02;3,47;1961,80
FR;2020-09-10-2020-09-16;[11-15);14;3354733,50;2414,00;71420,00;71,96;3,38;2128,93
FR;2020-09-11-2020-09-17;[11-15);14;3354733,50;2477,00;74487,00;73,84;3,33;2220,36
FR;2020-09-12-2020-09-18;[11-15);14;3354733,50;2565,00;76623,00;76,46;3,35;2284,03
FR;2020-09-13-2020-09-19;[11-15);14;3354733,50;2623,00;77189,00;78,19;3,40;2300,90
FR;2020-09-14-2020-09-20;[11-15);14;3354733,50;2628,00;77226,00;78,34;3,40;2302,00
FR;2020-09-15-2020-09-21;[11-15);14;3354733,50;2689,00;76180,00;80,16;3,53;2270,82
FR;2020-09-16-2020-09-22;[11-15);14;3354733,50;2733,00;73159,00;81,47;3,74;2180,77
FR;2020-09-17-2020-09-23;[11-15);14;3354733,50;2671,00;68698,00;79,62;3,89;2047,79
FR;2020-09-18-2020-09-24;[11-15);14;3354733,50;2663,00;64693,00;79,38;4,12;1928,41
FR;2020-09-19-2020-09-25;[11-15);14;3354733,50;2667,00;60554,00;79,50;4,40;1805,03
FR;2020-09-20-2020-09-26;[11-15);14;3354733,50;2659,00;58980,00;79,26;4,51;1758,11
FR;2020-09-21-2020-09-27;[11-15);14;3354733,50;2661,00;58610,00;79,32;4,54;1747,08
FR;2020-09-22-2020-09-28;[11-15);14;3354733,50;2581,00;54984,00;76,94;4,69;1639,00
FR;2020-09-23-2020-09-29;[11-15);14;3354733,50;2511,00;51764,00;74,85;4,85;1543,01
FR;2020-09-24-2020-09-30;[11-15);14;3354733,50;2543,00;49550,00;75,80;5,13;1477,02
FR;2020-09-25-2020-10-01;[11-15);14;3354733,50;2607,00;47975,00;77,71;5,43;1430,07
FR;2020-09-26-2020-10-02;[11-15);14;3354733,50;2757,00;46614,00;82,18;5,91;1389,50
FR;2020-09-27-2020-10-03;[11-15);14;3354733,50;2850,00;46630,00;84,95;6,11;1389,98
FR;2020-09-28-2020-10-04;[11-15);14;3354733,50;2873,00;46705,00;85,64;6,15;1392,21
FR;2020-09-29-2020-10-05;[11-15);14;3354733,50;3135,00;47120,00;93,45;6,65;1404,58
FR;2020-09-30-2020-10-06;[11-15);14;3354733,50;3425,00;47871,00;102,09;7,15;1426,97
FR;2020-10-01-2020-10-07;[11-15);14;3354733,50;3712,00;49217,00;110,65;7,54;1467,09
FR;2020-10-02-2020-10-08;[11-15);14;3354733,50;4014,00;51036,00;119,65;7,87;1521,31
FR;2020-10-03-2020-10-09;[11-15);14;3354733,50;4326,00;53719,00;128,95;8,05;1601,29
FR;2020-10-04-2020-10-10;[11-15);14;3354733,50;4519,00;55281,00;134,71;8,17;1647,85
FR;2020-10-05-2020-10-11;[11-15);14;3354733,50;4552,00;55569,00;135,69;8,19;1656,44
FR;2020-10-06-2020-10-12;[11-15);14;3354733,50;4949,00;58844,00;147,52;8,41;1754,06
FR;2020-10-07-2020-10-13;[11-15);14;3354733,50;5295,00;61911,00;157,84;8,55;1845,48
FR;2020-10-08-2020-10-14;[11-15);14;3354733,50;5662,00;66847,00;168,78;8,47;1992,62
FR;2020-10-09-2020-10-15;[11-15);14;3354733,50;5964,00;70616,00;177,78;8,45;2104,97
FR;2020-10-10-2020-10-16;[11-15);14;3354733,50;6233,00;73660,00;185,80;8,46;2195,70
FR;2020-10-11-2020-10-17;[11-15);14;3354733,50;6332,00;75228,00;188,75;8,42;2242,44
FR;2020-10-12-2020-10-18;[11-15);14;3354733,50;6381,00;75655,00;190,21;8,43;2255,17
FR;2020-10-13-2020-10-19;[11-15);14;3354733,50;6787,00;76611,00;202,31;8,86;2283,67
FR;2020-10-14-2020-10-20;[11-15);14;3354733,50;6961,00;74370,00;207,50;9,36;2216,87
FR;2020-10-15-2020-10-21;[11-15);14;3354733,50;7070,00;70415,00;210,75;10,04;2098,97
FR;2020-10-16-2020-10-22;[11-15);14;3354733,50;7409,00;68339,00;220,85;10,84;2037,09
FR;2020-10-17-2020-10-23;[11-15);14;3354733,50;7887,00;66290,00;235,10;11,90;1976,01
FR;2020-10-18-2020-10-24;[11-15);14;3354733,50;8076,00;64981,00;240,73;12,43;1936,99
FR;2020-10-19-2020-10-25;[11-15);14;3354733,50;8149,00;65027,00;242,91;12,53;1938,37
FR;2020-10-20-2020-10-26;[11-15);14;3354733,50;8788,00;63963,00;261,96;13,74;1906,65
FR;2020-10-21-2020-10-27;[11-15);14;3354733,50;9414,00;63346,00;280,62;14,86;1888,26
FR;2020-10-22-2020-10-28;[11-15);14;3354733,50;9904,00;62528,00;295,22;15,84;1863,87
FR;2020-10-23-2020-10-29;[11-15);14;3354733,50;10430,00;62091,00;310,90;16,80;1850,85
FR;2020-10-24-2020-10-30;[11-15);14;3354733,50;11141,00;62928,00;332,10;17,70;1875,80
FR;2020-10-25-2020-10-31;[11-15);14;3354733,50;11507,00;63952,00;343,01;17,99;1906,32
FR;2020-10-26-2020-11-01;[11-15);14;3354733,50;11547,00;64305,00;344,20;17,96;1916,84
FR;2020-10-27-2020-11-02;[11-15);14;3354733,50;12196,00;66375,00;363,55;18,37;1978,55
FR;2020-10-28-2020-11-03;[11-15);14;3354733,50;12614,00;68668,00;376,01;18,37;2046,90
FR;2020-10-29-2020-11-04;[11-15);14;3354733,50;13148,00;72335,00;391,92;18,18;2156,21
FR;2020-10-30-2020-11-05;[11-15);14;3354733,50;13254,00;74896,00;395,08;17,70;2232,55
FR;2020-10-31-2020-11-06;[11-15);14;3354733,50;13116,00;76619,00;390,97;17,12;2283,91
FR;2020-11-01-2020-11-07;[11-15);14;3354733,50;12894,00;77189,00;384,35;16,70;2300,90
FR;2020-11-02-2020-11-08;[11-15);14;3354733,50;12776,00;76650,00;380,84;16,67;2284,83
FR;2020-11-03-2020-11-09;[11-15);14;3354733,50;12101,00;78245,00;360,71;15,47;2332,38
FR;2020-11-04-2020-11-10;[11-15);14;3354733,50;11522,00;81715,00;343,45;14,10;2435,81
FR;2020-11-05-2020-11-11;[11-15);14;3354733,50;9475,00;70587,00;282,44;13,42;2104,10
FR;2020-11-06-2020-11-12;[11-15);14;3354733,50;9180,00;73291,00;273,64;12,53;2184,70
FR;2020-11-07-2020-11-13;[11-15);14;3354733,50;8418,00;74751,00;250,93;11,26;2228,22
FR;2020-11-08-2020-11-14;[11-15);14;3354733,50;8102,00;74112,00;241,51;10,93;2209,18
FR;2020-11-09-2020-11-15;[11-15);14;3354733,50;8071,00;73890,00;240,59;10,92;2202,56
FR;2020-11-10-2020-11-16;[11-15);14;3354733,50;7392,00;70934,00;220,35;10,42;2114,45
FR;2020-11-11-2020-11-17;[11-15);14;3354733,50;6783,00;66702,00;202,19;10,17;1988,30
FR;2020-11-12-2020-11-18;[11-15);14;3354733,50;7503,00;74433,00;223,65;10,08;2218,75
FR;2020-11-13-2020-11-19;[11-15);14;3354733,50;6553,00;68929,00;195,34;9,51;2054,68
FR;2020-11-14-2020-11-20;[11-15);14;3354733,50;5926,00;64860,00;176,65;9,14;1933,39
FR;2020-11-15-2020-11-21;[11-15);14;3354733,50;5701,00;63912,00;169,94;8,92;1905,13
FR;2020-11-16-2020-11-22;[11-15);14;3354733,50;5657,00;63797,00;168,63;8,87;1901,70
FR;2020-11-17-2020-11-23;[11-15);14;3354733,50;5072,00;59979,00;151,19;8,46;1787,89
FR;2020-11-18-2020-11-24;[11-15);14;3354733,50;4649,00;56759,00;138,58;8,19;1691,91
FR;2020-11-19-2020-11-25;[11-15);14;3354733,50;4329,00;54885,00;129,04;7,89;1636,05
FR;2020-11-20-2020-11-26;[11-15);14;3354733,50;4063,00;52101,00;121,11;7,80;1553,06
FR;2020-11-21-2020-11-27;[11-15);14;3354733,50;3867,00;48777,00;115,27;7,93;1453,98
FR;2020-11-22-2020-11-28;[11-15);14;3354733,50;3811,00;47607,00;113,60;8,01;1419,10
FR;2020-11-23-2020-11-29;[11-15);14;3354733,50;3793,00;47464,00;113,06;7,99;1414,84
FR;2020-11-24-2020-11-30;[11-15);14;3354733,50;3564,00;45275,00;106,24;7,87;1349,59
FR;2020-11-25-2020-12-01;[11-15);14;3354733,50;3416,00;43379,00;101,83;7,87;1293,07
FR;2020-11-26-2020-12-02;[11-15);14;3354733,50;3326,00;41822,00;99,14;7,95;1246,66
FR;2020-11-27-2020-12-03;[11-15);14;3354733,50;3278,00;40631,00;97,71;8,07;1211,15
FR;2020-11-28-2020-12-04;[11-15);14;3354733,50;3162,00;39662,00;94,25;7,97;1182,27
FR;2020-11-29-2020-12-05;[11-15);14;3354733,50;3135,00;39777,00;93,45;7,88;1185,70
FR;2020-11-30-2020-12-06;[11-15);14;3354733,50;3133,00;39834,00;93,39;7,87;1187,40
FR;2020-12-01-2020-12-07;[11-15);14;3354733,50;3130,00;39524,00;93,30;7,92;1178,16
FR;2020-12-02-2020-12-08;[11-15);14;3354733,50;3168,00;39911,00;94,43;7,94;1189,69
FR;2020-12-03-2020-12-09;[11-15);14;3354733,50;3195,00;40711,00;95,24;7,85;1213,54
FR;2020-12-04-2020-12-10;[11-15);14;3354733,50;3225,00;41699,00;96,13;7,73;1242,99
FR;2020-12-05-2020-12-11;[11-15);14;3354733,50;3328,00;43275,00;99,20;7,69;1289,97
FR;2020-12-06-2020-12-12;[11-15);14;3354733,50;3382,00;44545,00;100,81;7,59;1327,83
FR;2020-12-07-2020-12-13;[11-15);14;3354733,50;3401,00;44823,00;101,38;7,59;1336,11
FR;2020-12-08-2020-12-14;[11-15);14;3354733,50;3537,00;47464,00;105,43;7,45;1414,84
FR;2020-12-09-2020-12-15;[11-15);14;3354733,50;3603,00;50492,00;107,40;7,14;1505,10
FR;2020-12-10-2020-12-16;[11-15);14;3354733,50;3723,00;57142,00;110,98;6,52;1703,32
FR;2020-12-11-2020-12-17;[11-15);14;3354733,50;3804,00;62492,00;113,39;6,09;1862,80
FR;2020-12-12-2020-12-18;[11-15);14;3354733,50;3809,00;71029,00;113,54;5,36;2117,28
FR;2020-12-13-2020-12-19;[11-15);14;3354733,50;3914,00;82036,00;116,67;4,77;2445,38
FR;2020-12-14-2020-12-20;[11-15);14;3354733,50;3996,00;86140,00;119,12;4,64;2567,72
FR;2020-12-15-2020-12-21;[11-15);14;3354733,50;3998,00;102329,00;119,17;3,91;3050,29
FR;2020-12-16-2020-12-22;[11-15);14;3354733,50;4027,00;120637,00;120,04;3,34;3596,02
FR;2020-12-17-2020-12-23;[11-15);14;3354733,50;3972,00;135298,00;118,40;2,94;4033,05
FR;2020-12-18-2020-12-24;[11-15);14;3354733,50;3812,00;140456,00;113,63;2,71;4186,80
FR;2020-12-19-2020-12-25;[11-15);14;3354733,50;3157,00;124086,00;94,11;2,54;3698,83
FR;2020-12-20-2020-12-26;[11-15);14;3354733,50;3059,00;115935,00;91,18;2,64;3455,86
FR;2020-12-21-2020-12-27;[11-15);14;3354733,50;2969,00;112212,00;88,50;2,65;3344,89
FR;2020-12-22-2020-12-28;[11-15);14;3354733,50;2877,00;95254,00;85,76;3,02;2839,39
FR;2020-12-23-2020-12-29;[11-15);14;3354733,50;2877,00;74111,00;85,76;3,88;2209,15
FR;2020-12-24-2020-12-30;[11-15);14;3354733,50;2986,00;54841,00;89,01;5,44;1634,73
FR;2020-12-25-2020-12-31;[11-15);14;3354733,50;3104,00;45529,00;92,53;6,82;1357,16
FR;2020-12-26-2021-01-01;[11-15);14;3354733,50;3121,00;45366,00;93,03;6,88;1352,30
FR;2020-12-27-2021-01-02;[11-15);14;3354733,50;3400,00;44187,00;101,35;7,69;1317,15
FR;2020-12-28-2021-01-03;[11-15);14;3354733,50;3433,00;44317,00;102,33;7,75;1321,03
FR;2020-12-29-2021-01-04;[11-15);14;3354733,50;3762,00;43160,00;112,14;8,72;1286,54
FR;2020-12-30-2021-01-05;[11-15);14;3354733,50;3949,00;43135,00;117,71;9,15;1285,80
FR;2020-12-31-2021-01-06;[11-15);14;3354733,50;4081,00;42302,00;121,65;9,65;1260,96
FR;2021-01-01-2021-01-07;[11-15);14;3354733,50;4224,00;42220,00;125,91;10,00;1258,52
FR;2021-01-02-2021-01-08;[11-15);14;3354733,50;4998,00;50199,00;148,98;9,96;1496,36
FR;2021-01-03-2021-01-09;[11-15);14;3354733,50;4886,00;50115,00;145,64;9,75;1493,86
FR;2021-01-04-2021-01-10;[11-15);14;3354733,50;4868,00;49808,00;145,11;9,77;1484,71
FR;2021-01-05-2021-01-11;[11-15);14;3354733,50;4835,00;52396,00;144,12;9,23;1561,85
FR;2021-01-06-2021-01-12;[11-15);14;3354733,50;4897,00;56275,00;145,97;8,70;1677,48
FR;2021-01-07-2021-01-13;[11-15);14;3354733,50;5030,00;60188,00;149,94;8,36;1794,12
FR;2021-01-08-2021-01-14;[11-15);14;3354733,50;5178,00;64022,00;154,35;8,09;1908,41
FR;2021-01-09-2021-01-15;[11-15);14;3354733,50;5446,00;68855,00;162,34;7,91;2052,47
FR;2021-01-10-2021-01-16;[11-15);14;3354733,50;5523,00;70571,00;164,63;7,83;2103,62
FR;2021-01-11-2021-01-17;[11-15);14;3354733,50;5545,00;70877,00;165,29;7,82;2112,75
FR;2021-01-12-2021-01-18;[11-15);14;3354733,50;5867,00;73211,00;174,89;8,01;2182,32
FR;2021-01-13-2021-01-19;[11-15);14;3354733,50;6031,00;75830,00;179,78;7,95;2260,39
FR;2021-01-14-2021-01-20;[11-15);14;3354733,50;6154,00;77880,00;183,44;7,90;2321,50
FR;2021-01-15-2021-01-21;[11-15);14;3354733,50;6271,00;81169,00;186,93;7,73;2419,54
FR;2021-01-16-2021-01-22;[11-15);14;3354733,50;6455,00;85728,00;192,41;7,53;2555,43
FR;2021-01-17-2021-01-23;[11-15);14;3354733,50;6552,00;86785,00;195,31;7,55;2586,94
FR;2021-01-18-2021-01-24;[11-15);14;3354733,50;6556,00;86843,00;195,43;7,55;2588,67
FR;2021-01-19-2021-01-25;[11-15);14;3354733,50;6670,00;91632,00;198,82;7,28;2731,42
FR;2021-01-20-2021-01-26;[11-15);14;3354733,50;6720,00;93361,00;200,31;7,20;2782,96
FR;2021-01-21-2021-01-27;[11-15);14;3354733,50;6718,00;94305,00;200,25;7,12;2811,10
FR;2021-01-22-2021-01-28;[11-15);14;3354733,50;6793,00;99604,00;202,49;6,82;2969,06
FR;2021-01-23-2021-01-29;[11-15);14;3354733,50;6818,00;103234,00;203,24;6,60;3077,26
FR;2021-01-24-2021-01-30;[11-15);14;3354733,50;6811,00;103918,00;203,03;6,55;3097,65
FR;2021-01-25-2021-01-31;[11-15);14;3354733,50;6828,00;104076,00;203,53;6,56;3102,36
FR;2021-01-26-2021-02-01;[11-15);14;3354733,50;6864,00;104982,00;204,61;6,54;3129,37
FR;2021-01-27-2021-02-02;[11-15);14;3354733,50;6885,00;110210,00;205,23;6,25;3285,21
FR;2021-01-28-2021-02-03;[11-15);14;3354733,50;6877,00;111942,00;204,99;6,14;3336,84
FR;2021-01-29-2021-02-04;[11-15);14;3354733,50;6788,00;114742,00;202,34;5,92;3420,30
FR;2021-01-30-2021-02-05;[11-15);14;3354733,50;6742,00;117077,00;200,97;5,76;3489,90
FR;2021-01-31-2021-02-06;[11-15);14;3354733,50;6735,00;118589,00;200,76;5,68;3534,98
FR;2021-02-01-2021-02-07;[11-15);14;3354733,50;6724,00;118651,00;200,43;5,67;3536,82
FR;2021-02-02-2021-02-08;[11-15);14;3354733,50;6447,00;117681,00;192,18;5,48;3507,91
FR;2021-02-03-2021-02-09;[11-15);14;3354733,50;6318,00;119138,00;188,33;5,30;3551,34
FR;2021-02-04-2021-02-10;[11-15);14;3354733,50;6231,00;120835,00;185,74;5,16;3601,93
FR;2021-02-05-2021-02-11;[11-15);14;3354733,50;6137,00;119654,00;182,94;5,13;3566,72
FR;2021-02-06-2021-02-12;[11-15);14;3354733,50;5979,00;118432,00;178,23;5,05;3530,30
FR;2021-02-07-2021-02-13;[11-15);14;3354733,50;5934,00;120273,00;176,88;4,93;3585,17
FR;2021-02-08-2021-02-14;[11-15);14;3354733,50;5930,00;120525,00;176,77;4,92;3592,68
FR;2021-02-09-2021-02-15;[11-15);14;3354733,50;5897,00;120219,00;175,78;4,91;3583,56
FR;2021-02-10-2021-02-16;[11-15);14;3354733,50;5838,00;115526,00;174,02;5,05;3443,67
FR;2021-02-11-2021-02-17;[11-15);14;3354733,50;5711,00;112679,00;170,24;5,07;3358,81
FR;2021-02-12-2021-02-18;[11-15);14;3354733,50;5806,00;110958,00;173,07;5,23;3307,51
FR;2021-02-13-2021-02-19;[11-15);14;3354733,50;5815,00;106956,00;173,34;5,44;3188,21
FR;2021-02-14-2021-02-20;[11-15);14;3354733,50;5827,00;105398,00;173,69;5,53;3141,77
FR;2021-02-15-2021-02-21;[11-15);14;3354733,50;5832,00;105244,00;173,84;5,54;3137,18
FR;2021-02-16-2021-02-22;[11-15);14;3354733,50;5925,00;98352,00;176,62;6,02;2931,74
FR;2021-02-17-2021-02-23;[11-15);14;3354733,50;5920,00;91891,00;176,47;6,44;2739,14
FR;2021-02-18-2021-02-24;[11-15);14;3354733,50;5990,00;87540,00;178,55;6,84;2609,45
FR;2021-02-19-2021-02-25;[11-15);14;3354733,50;5989,00;82035,00;178,52;7,30;2445,35
FR;2021-02-20-2021-02-26;[11-15);14;3354733,50;6030,00;77348,00;179,75;7,80;2305,64
FR;2021-02-21-2021-02-27;[11-15);14;3354733,50;6058,00;74909,00;180,58;8,09;2232,93
FR;2021-02-22-2021-02-28;[11-15);14;3354733,50;6071,00;74936,00;180,97;8,10;2233,74
FR;2021-02-23-2021-03-01;[11-15);14;3354733,50;6096,00;74135,00;181,71;8,22;2209,86
FR;2021-02-24-2021-03-02;[11-15);14;3354733,50;6131,00;74771,00;182,76;8,20;2228,82
FR;2021-02-25-2021-03-03;[11-15);14;3354733,50;6248,00;74737,00;186,24;8,36;2227,81
FR;2021-02-26-2021-03-04;[11-15);14;3354733,50;6230,00;75765,00;185,71;8,22;2258,45
FR;2021-02-27-2021-03-05;[11-15);14;3354733,50;6333,00;77854,00;188,78;8,13;2320,72
FR;2021-02-28-2021-03-06;[11-15);14;3354733,50;6435,00;78308,00;191,82;8,22;2334,25
FR;2021-03-01-2021-03-07;[11-15);14;3354733,50;6465,00;78360,00;192,71;8,25;2335,80
FR;2021-03-02-2021-03-08;[11-15);14;3354733,50;6651,00;82245,00;198,26;8,09;2451,61
FR;2021-03-03-2021-03-09;[11-15);14;3354733,50;6961,00;88021,00;207,50;7,91;2623,79
FR;2021-03-04-2021-03-10;[11-15);14;3354733,50;7178,00;92643,00;213,97;7,75;2761,56
FR;2021-03-05-2021-03-11;[11-15);14;3354733,50;7485,00;103617,00;223,12;7,22;3088,68
FR;2021-03-06-2021-03-12;[11-15);14;3354733,50;7779,00;113454,00;231,88;6,86;3381,91
FR;2021-03-07-2021-03-13;[11-15);14;3354733,50;7984,00;116727,00;237,99;6,84;3479,47
FR;2021-03-08-2021-03-14;[11-15);14;3354733,50;8027,00;117326,00;239,27;6,84;3497,33
FR;2021-03-09-2021-03-15;[11-15);14;3354733,50;8479,00;124207,00;252,75;6,83;3702,44
FR;2021-03-10-2021-03-16;[11-15);14;3354733,50;8918,00;133951,00;265,83;6,66;3992,90
FR;2021-03-11-2021-03-17;[11-15);14;3354733,50;9375,00;139588,00;279,46;6,72;4160,93
FR;2021-03-12-2021-03-18;[11-15);14;3354733,50;9874,00;146454,00;294,33;6,74;4365,59
FR;2021-03-13-2021-03-19;[11-15);14;3354733,50;10412,00;153355,00;310,37;6,79;4571,30
FR;2021-03-14-2021-03-20;[11-15);14;3354733,50;10750,00;156710,00;320,44;6,86;4671,31
FR;2021-03-15-2021-03-21;[11-15);14;3354733,50;10817,00;157392,00;322,44;6,87;4691,64
FR;2021-03-16-2021-03-22;[11-15);14;3354733,50;11686,00;165139,00;348,34;7,08;4922,57
FR;2021-03-17-2021-03-23;[11-15);14;3354733,50;12402,00;172447,00;369,69;7,19;5140,41
FR;2021-03-18-2021-03-24;[11-15);14;3354733,50;12978,00;179701,00;386,86;7,22;5356,64
FR;2021-03-19-2021-03-25;[11-15);14;3354733,50;13676,00;190068,00;407,66;7,20;5665,67
FR;2021-03-20-2021-03-26;[11-15);14;3354733,50;14432,00;199397,00;430,20;7,24;5943,75
FR;2021-03-21-2021-03-27;[11-15);14;3354733,50;14795,00;204888,00;441,02;7,22;6107,43
FR;2021-03-22-2021-03-28;[11-15);14;3354733,50;14797,00;205210,00;441,08;7,21;6117,03
FR;2021-03-23-2021-03-29;[11-15);14;3354733,50;15492,00;217725,00;461,80;7,12;6490,08
FR;2021-03-24-2021-03-30;[11-15);14;3354733,50;16053,00;232802,00;478,52;6,90;6939,51
FR;2021-03-25-2021-03-31;[11-15);14;3354733,50;16466,00;245584,00;490,83;6,70;7320,52
FR;2021-03-26-2021-04-01;[11-15);14;3354733,50;16320,00;256033,00;486,48;6,37;7631,99
FR;2021-03-27-2021-04-02;[11-15);14;3354733,50;15968,00;258703,00;475,98;6,17;7711,58
FR;2021-03-28-2021-04-03;[11-15);14;3354733,50;15730,00;262405,00;468,89;5,99;7821,93
FR;2021-03-29-2021-04-04;[11-15);14;3354733,50;15672,00;262298,00;467,16;5,97;7818,74
FR;2021-03-30-2021-04-05;[11-15);14;3354733,50;12554,00;221538,00;374,22;5,67;6603,74
FR;2021-03-31-2021-04-06;[11-15);14;3354733,50;12204,00;195445,00;363,78;6,24;5825,95
FR;2021-04-01-2021-04-07;[11-15);14;3354733,50;11371,00;174844,00;338,95;6,50;5211,86
FR;2021-04-02-2021-04-08;[11-15);14;3354733,50;10974,00;143817,00;327,12;7,63;4286,99
FR;2021-04-03-2021-04-09;[11-15);14;3354733,50;10593,00;119017,00;315,76;8,90;3547,73
FR;2021-04-04-2021-04-10;[11-15);14;3354733,50;10493,00;108416,00;312,78;9,68;3231,73
FR;2021-04-05-2021-04-11;[11-15);14;3354733,50;10527,00;107789,00;313,80;9,77;3213,04
FR;2021-04-06-2021-04-12;[11-15);14;3354733,50;12334,00;117857,00;367,66;10,47;3513,16
FR;2021-04-07-2021-04-13;[11-15);14;3354733,50;11270,00;102129,00;335,94;11,04;3044,33
FR;2021-04-08-2021-04-14;[11-15);14;3354733,50;10868,00;93366,00;323,96;11,64;2783,11
FR;2021-04-09-2021-04-15;[11-15);14;3354733,50;10498,00;86232,00;312,93;12,17;2570,46
FR;2021-04-10-2021-04-16;[11-15);14;3354733,50;10093,00;78295,00;300,86;12,89;2333,87
